Index,Reference.Paper,Year,Country,Type,Depth,Surface.Area,Flow,Hydraulic.Residence.Time..tau.,L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR
503,Walker,1985,North_Dakota (USA),Reservoir,16.333333333333332,105000000,373761465.65055853,178.85,NA,NA,1.5442568345706881E-3,1.7785782515655818E-3,NA,NA,NA,NA,477.69386316372749,175.99247590242595,1.781244234418482E-3,2.0976655604394261E-3,NA,NA,NA,NA
504,Walker,1985,USA,Reservoir,12.395200718216635,1303747.1976637193,303850545.55643952,110.22999999999999,NA,NA,8.356127391444838E-3,1.3717153994527385E-2,NA,NA,NA,NA,3.8481024466341909,2.2807574438248848,1.087606724492207E-2,2.101391305782125E-2,NA,NA,NA,NA
505,Walker,1985,USA,Reservoir,5.8,91000000,18000000,13.87,4.9315068493150684E-2,4.601095890410959E-2,6.6215952742915704E-3,6.9351904128672481E-3,NA,NA,NA,NA,8643.8180646351466,7495.0578571604001,1.5064746352507343E-2,1.6754214302880488E-2,NA,NA,NA,NA
506,Walker,1985,USA,Reservoir,6.4814814814814818,162000000,16901158.163935442,8.3949999999999996,NA,NA,2.7691303988978703E-3,2.8015680480126606E-3,NA,NA,NA,NA,8680.3947245541167,10893.044360224772,9.4898633393532949E-3,9.87812141373344E-3,NA,NA,NA,NA
507,Walker,1985,USA,Reservoir,5.8,3170000,83000000,57.67,0.46434520547945213,0.35223835616438348,8.7899349810672388E-3,1.1447244696133453E-2,NA,NA,NA,NA,34.34962971245259,33.378615444962762,6.4019937054730098E-3,7.7437349849349205E-3,NA,NA,NA,NA
508,Walker,1985,USA,Reservoir,5.5,16430000,372000000,4.7450000000000001,3.2980602739726024,2.3349369863013703,1.4562291620311174E-2,1.5077195796788206E-2,NA,NA,NA,NA,95.034651320268424,39.19846612579699,5.2189180124668777E-2,5.9219323860595502E-2,NA,NA,NA,NA
509,Walker,1985,USA,Reservoir,7.1,235000,120547945.2,348.57499999999999,NA,NA,7.9277700858755757E-4,9.1314342414735758E-4,NA,NA,NA,NA,6.8433495359867678,1.2591763148455888,3.9098446156832578E-3,8.3408374307033101E-3,NA,NA,NA,NA
510,Walker,1985,USA,Reservoir,2.5,200000,4109589.0409999997,89.424999999999997,NA,NA,0,0,NA,NA,NA,NA,79.382854620501377,32.848077773415348,2.6968080158444327E-3,3.0497877855999236E-3,NA,NA,NA,NA
511,Walker,1985,USA,Reservoir,3.5,62810000,36000000,81.760000000000005,0.94191780821917814,0.71447671232876708,3.94438278924014E-3,4.6546583117794338E-3,NA,NA,NA,NA,10340.690642244441,3660.4806868194205,2.2928175178093962E-2,6.7493405938909234E-2,NA,NA,NA,NA
512,Walker,1985,USA,Reservoir,3.2,76000000,575000000,7.665,4.2408219178082192,2.2259589041095893,NA,NA,NA,NA,NA,NA,364.19717444522644,100.92769294998163,1.9831913022896855E-3,1.9983413766573588E-3,NA,NA,NA,NA
513,Walker,1985,USA,Reservoir,11.808450704225352,10515632.951653944,10000000,159.505,NA,NA,-1.388717769824684E-4,-1.3734501423055812E-4,NA,NA,NA,NA,4616.6348778790671,3299.8677814003304,2.6598389232784679E-3,3.3130954174028782E-3,NA,NA,NA,NA
514,Walker,1985,USA,Reservoir,14.791596647366068,1780803.5387546648,272259981.40825158,209.87499999999997,NA,NA,3.1860821455571712E-3,4.5344012319882606E-3,NA,NA,NA,NA,22.644946145812852,9.9269615751226077,2.7388014457624681E-3,3.7011826767633805E-3,NA,NA,NA,NA
515,Walker,1985,USA,Reservoir,15.755627009646302,1614700.1523809524,124733754.11438225,44.894999999999996,NA,NA,3.0775833938403185E-3,3.3003351956609555E-3,NA,NA,NA,NA,37.416103434015447,30.546583419125731,1.1396752971277799E-2,1.488034847070601E-2,NA,NA,NA,NA
517,Walker,1985,USA,Reservoir,18.2,1615384615.3846152,891000000,12.775,3.5273835616438354,1.3426027397260274,9.0102671314525751E-3,9.5493185831728878E-3,NA,NA,NA,NA,32245.506337253846,2431.746903482278,9.2815470882235823E-3,9.854220701696309E-3,NA,NA,NA,NA
518,Walker,1985,USA,Reservoir,18.769230769230766,958430.32786885265,309115903.42812967,95.995000000000005,NA,NA,-2.6330378858600927E-3,-2.3266269772164163E-3,NA,NA,NA,NA,11.988480165608953,10.841541844808663,8.7777720046002781E-3,1.3776227715941839E-2,NA,NA,NA,NA
519,Walker,1985,USA,Reservoir,29.406631762652701,3952577.8041543039,295492563.87441212,105.11999999999999,NA,NA,1.3132060578025632E-3,1.4081651045421773E-3,NA,NA,NA,NA,652.76554363449293,377.7144867589567,5.0922980421665232E-3,6.7348230761977868E-3,NA,NA,NA,NA
520,Walker,1985,USA,Reservoir,5.1180981290796179,317500,24322715.662936624,246.74,NA,NA,-3.2640334881215583E-3,-2.2415352313162966E-3,NA,NA,NA,NA,26.549096665524125,17.879925522115354,3.3136149592013914E-3,5.1270983260268098E-3,NA,NA,NA,NA
521,Walker,1985,Ohio (USA),Reservoir,7.6,23000000,620000000,12.775,NA,NA,9.0163599492604062E-3,9.5561549453839299E-3,NA,NA,NA,NA,21.917269719002739,13.698293574376709,3.4337626420176938E-2,4.310238053952295E-2,NA,NA,NA,NA
522,Walker,1985,USA,Reservoir,3,152000000,17000000,9.125,6.5810958904109595E-2,6.2830136986301369E-2,NA,NA,NA,NA,NA,NA,7047.4336147949798,5577.6872926271017,3.0415082014247505E-2,3.5054879605207173E-2,NA,NA,NA,NA
523,Walker,1985,USA,Reservoir,6,44900000,200000000,220.095,4.5578082191780824,3.3786301369863017,2.6170817692324822E-3,3.5390186441458939E-3,NA,NA,NA,NA,645.06798643367665,386.37653420827201,8.009234300551673E-4,8.7585399185510521E-4,NA,NA,NA,NA
524,Walker,1985,USA,Reservoir,3.2,5830000,51000000,112.785,0.21154520547945205,0.20665479452054794,5.7182329609264176E-3,8.0317004804819746E-3,NA,NA,NA,NA,98.413869932051924,70.954195429626026,1.331441691884527E-2,3.0936419618631091E-2,NA,NA,NA,NA
525,Walker,1985,USA,Reservoir,15.1,150000000,891000000,17.155000000000001,2.5558273972602743,1.9382301369863015,1.6109279629263038E-2,1.8555253691710447E-2,NA,NA,NA,NA,610.08602041768768,129.5388125544406,5.8533552974896527E-2,0.10082001210680902,NA,NA,NA,NA
526,Walker,1985,USA,Reservoir,3.7,190000,2800000000,258.41999999999996,NA,NA,1.9610596518844932E-3,2.5537213061398506E-3,NA,NA,NA,NA,0.15342242191780822,1.0946621917808218E-2,1.8804951520314899E-3,2.4213721621857724E-3,NA,NA,NA,NA
527,Walker,1985,USA,Reservoir,20.321690088416055,11856714.75019536,100407286.11857848,695.32500000000005,NA,NA,2.5832827041890574E-3,7.2294671819547462E-3,NA,NA,NA,NA,478.90085100170603,374.74020297075657,1.8904346374582137E-3,3.9158152340880541E-3,NA,NA,NA,NA
528,Walker,1985,USA,Reservoir,4.5999999999999996,18760000,309000000,196.00500000000002,1.5407671232876712,1.0412876712328769,NA,NA,NA,NA,NA,NA,95.945848509419392,50.574326845874161,9.991534962265871E-3,3.1059983612214424E-2,NA,NA,NA,NA
529,Walker,1985,USA,Reservoir,23.423076923076923,26000000,550178442.11147106,105.11999999999999,NA,NA,-2.3685766980412588E-3,-2.096729102599944E-3,NA,NA,NA,NA,103.10722667744486,33.358220395643919,1.1353382575396286E-3,1.2058653289600575E-3,NA,NA,NA,NA
530,Walker,1985,Alabama (USA),Reservoir,12,10500000,457000000,5.1100000000000003,1.7278356164383561,0.80882739726027408,-4.9653028314342436E-2,-4.3854478579680743E-2,NA,NA,NA,NA,89.052516593858115,29.62608184140095,2.6923529596476699E-2,2.8863527469419087E-2,NA,NA,NA,NA
531,Walker,1985,USA,Reservoir,3.4,18475012.732365675,83786681.946547702,76.284999999999997,NA,NA,-2.9760045380227454E-4,-2.9424774350600761E-4,NA,NA,NA,NA,779.4243618511731,515.08907593752497,5.0693798572224186E-3,6.1891690694545788E-3,NA,NA,NA,NA
532,Walker,1985,USA,Reservoir,20,10930000,60000000,89.424999999999997,0.14991780821917808,0.13989041095890412,1.0327023521531178E-3,1.0818894881708106E-3,NA,NA,NA,NA,240.55390699344031,150.72049774277795,1.8565995769725355E-2,4.7645517350909244E-2,NA,NA,NA,NA
533,Walker,1985,Kansas (USA),Reservoir,19.5,174000000,589000000,20.074999999999999,3.3710164383561638,2.2801561643835617,2.7096136863057039E-2,3.6005330886369098E-2,NA,NA,NA,NA,1747.7999296872929,361.47680363987195,3.7951559173337694E-2,5.6901355574637852E-2,NA,NA,NA,NA
534,Walker,1985,USA,Reservoir,4.1019108280254777,39250000,123287671.2328767,115.34,NA,NA,NA,NA,NA,NA,NA,NA,694.17624712968643,344.96061590781261,1.6025583444314793E-2,4.6381077648126899E-2,NA,NA,NA,NA
535,Walker,1985,USA,Reservoir,15.8,52200000,339000000,24.09,1.8110958904109589,1.7293643835616437,3.1541658574454866E-2,4.7236655644780363E-2,NA,NA,NA,NA,677.51194300010786,323.23527957873665,5.2775365116426422E-2,0.106504501065045,NA,NA,NA,NA
536,Walker,1985,USA,Reservoir,9.8000000000000007,360200000,407000000,105.11999999999999,3.0017643835616439,1.3102054794520548,8.3264998488791972E-3,1.3313841954126075E-2,NA,NA,NA,NA,8497.3308541805509,1915.3647402404004,1.4994671261648638E-2,3.6498617711924974E-2,NA,NA,NA,NA
537,Walker,1985,USA,Reservoir,58,235000000,2182850832,159.505,NA,NA,4.6185886890268875E-3,6.8274050067527294E-3,NA,NA,NA,NA,31780.041092553969,29314.348244923287,8.091872924477465E-3,1.6521797300087883E-2,NA,NA,NA,NA
538,Walker,1985,USA,Reservoir,14.94949494949495,39600000,560364085.2056309,89.424999999999997,NA,NA,2.5687398723522547E-3,2.8877217680076516E-3,NA,NA,NA,NA,69.463893286966353,63.675235513052499,8.0225274389784124E-3,1.1731935897907352E-2,NA,NA,NA,NA
539,Walker,1985,Kansas (USA),Reservoir,6.2564825766536263,770500,90397206.803985387,400.04,NA,NA,1.5540651349310081E-3,2.1549569181012937E-3,NA,NA,NA,NA,12.948770405716237,7.1359694381369208,5.4385017090671272E-3,1.951711959815626E-2,NA,NA,NA,NA
540,Walker,1985,USA,Reservoir,7.8,50600000,355000000,9.125,4.7638082191780828,2.2282328767123287,5.0422794684001279E-2,6.4026857708102264E-2,NA,NA,NA,NA,3209.4470253355566,410.88963055686315,2.9506404736658127E-2,3.3860497040066329E-2,NA,NA,NA,NA
541,Walker,1985,USA,Reservoir,7.6,50600000,420000000,33.214999999999996,NA,NA,1.1090236974595101E-2,1.34085649874689E-2,NA,NA,NA,NA,974.67759936754953,258.77552027459831,2.8460162030689174E-2,4.7376075812685832E-2,NA,NA,NA,NA
542,Walker,1985,Indiana (USA),Reservoir,21.1,18550000,1374801902,166.80500000000001,1621.3698630136987,873.97260273972597,1.6543934963197985E-3,1.9051983463894448E-3,NA,NA,NA,NA,330.670649618526,71.718303135512059,5.8099769985823857E-3,9.8058146622024642E-3,NA,NA,NA,NA
543,Walker,1985,USA,Reservoir,10.687323232323232,5333333.333333333,6452047259.7029018,6.5699999999999994,NA,NA,1.055556744821814E-2,1.0930191963535578E-2,NA,NA,NA,NA,42.3176594296405,6.8655431844044497,2.1704800589708684E-2,2.3328618668441631E-2,NA,NA,NA,NA
544,Walker,1985,Ohio (USA),Reservoir,7.3,50900000,1500000000,30.295000000000002,NA,NA,9.1209822844608886E-3,1.0505689107678108E-2,NA,NA,NA,NA,229.0044515327051,127.39768450945876,9.4655223557241859E-4,9.6025446743387005E-4,NA,NA,NA,NA
545,Walker,1985,USA,Reservoir,16,1300000,1020000000,135.78,NA,NA,2.5434496665553588E-3,3.0378821004707632E-3,NA,NA,NA,NA,6.6672334477710278,0.83075845341273946,6.522344669671107E-3,1.0490854450710616E-2,NA,NA,NA,NA
546,Walker,1985,USA,Reservoir,16,1300000,815000000,13.139999999999999,NA,NA,2.1032542958255109E-2,2.4226211037402943E-2,NA,NA,NA,NA,2.0001700343313078,0.77167053793646168,7.9032890876514578E-2,0.13888541066673343,NA,NA,NA,NA
547,Walker,1985,USA,Reservoir,5.9,182800000,83000000,209.87499999999997,0.23262739726027398,0.26105205479452054,3.0712057561886408E-3,4.3128829675265013E-3,NA,NA,NA,NA,3435.3729298143544,3246.6944165706645,6.1145494220134116E-3,1.2428807536058651E-2,NA,NA,NA,NA
548,Walker,1985,USA,Reservoir,24.473684210526315,22800000,688484977.70197034,325.21500000000003,NA,NA,2.9701776434666784E-3,5.0036828783196555E-3,NA,NA,NA,NA,113.24169767565519,26.645105335448278,7.9478769606477328E-3,3.7698824003588816E-2,NA,NA,NA,NA
549,Walker,1985,USA,Reservoir,7.3040540540540544,148000000,35157215.522512324,6.2050000000000001,NA,NA,7.4700284410590852E-3,7.6458581848613287E-3,NA,NA,NA,NA,3369.5172116812041,2274.4241178848129,3.76936821092358E-2,4.2466496588347807E-2,NA,NA,NA,NA
550,Walker,1985,USA,Reservoir,5.2835164835164834,227500000,21892688.089882273,73,NA,NA,4.1009796144761829E-3,4.7809685460257073E-3,NA,NA,NA,NA,5264.6546485588233,8423.4474376941162,7.0211417170540254E-3,9.1716711805419245E-3,NA,NA,NA,NA
551,Walker,1985,USA,Reservoir,18.2,6550000,820000000,18.614999999999998,NA,NA,1.2564583017241077E-3,1.2712671646038579E-3,NA,NA,NA,NA,11.619202734246576,10.298310356164382,1.7574387035226766E-2,2.0789989240801193E-2,NA,NA,NA,NA
552,Walker,1985,USA,Reservoir,18.2,4130494.5054945056,765919510.95262349,325.21500000000003,NA,NA,8.505165801804994E-4,9.7978198572841067E-4,NA,NA,NA,NA,7.4354337513357027,6.1697114252056018,4.7649075756751366E-3,1.1406845992204654E-2,NA,NA,NA,NA
553,Walker,1985,USA,Reservoir,12.255520504731862,63400000,13168630.877276903,112.785,NA,NA,3.4740642080451981E-3,4.2530017001194053E-3,NA,NA,NA,NA,9052.4239838746107,8405.8222707407076,5.6775269879964525E-3,7.9542985975283899E-3,NA,NA,NA,NA
554,Walker,1985,USA,Reservoir,7.3,36500000,2330000000,166.80500000000001,NA,NA,4.5504587654365781E-3,6.8116837637763735E-3,NA,NA,NA,NA,38.830401603820675,19.523351322201702,6.5979506199061308E-3,1.2025313107767608E-2,NA,NA,NA,NA
555,Walker,1985,USA,Reservoir,10.8,109000000,20000000000,21.9,309.04109589041099,312.32876712328766,3.1610895662537515E-3,3.2730765309681325E-3,NA,NA,NA,NA,55.666542465753423,11.455767123287671,2.1347812633595007E-2,2.7215821464211191E-2,NA,NA,NA,NA
556,Walker,1985,USA,Reservoir,16.313835483001508,10572158.42604387,1045048032.5207632,214.98499999999999,NA,NA,1.8185937571088134E-3,2.2253400025719775E-3,NA,NA,NA,NA,39.169106181763276,8.2967844193241369,7.3303496541407857E-3,1.7839220574295107E-2,NA,NA,NA,NA
557,Walker,1985,USA,Reservoir,18.21273362391165,13742782.426566135,1233298651.558943,123.73500000000001,NA,NA,3.7320235762541008E-4,3.8195344621186187E-4,NA,NA,NA,NA,48.235786077292929,8.5100468566505594,5.9809003341072401E-3,8.8579092651453195E-3,NA,NA,NA,NA
558,Walker,1985,USA,Reservoir,13.114754098360656,3050000,211398613.22509724,148.55499999999998,NA,NA,5.5805342410983087E-3,8.6908137039294134E-3,NA,NA,NA,NA,171.06779690073807,124.41294320053674,1.0028905305465047E-2,2.3132196888505489E-2,NA,NA,NA,NA
559,Walker,1985,Kansas (USA),Reservoir,15.714285714285714,2100000,174403855.91070524,129.57499999999999,NA,NA,5.8640830025747078E-3,8.7820261198746606E-3,NA,NA,NA,NA,124.41294320053672,124.41294320053672,1.5863625663837713E-2,5.2563928919128457E-2,NA,NA,NA,NA
560,Walker,1985,USA,Reservoir,13,1000000,68704549.298156604,30.295000000000002,NA,NA,-3.8053081672845403E-3,-3.594158026789987E-3,NA,NA,NA,NA,124.41294320053673,77.758089500335473,1.8646017912082697E-3,1.9182714998421946E-3,NA,NA,NA,NA
561,2669,206,NA,CWSF,0.7,24169.999999999996,29664.346212350221,208.177013435373,0.19528892469494899,5.6171268177166715E-2,5.985650013653733E-3,1.189693942851856E-2,0.14309592979749314,3.1371062021827876E-3,1.8350798662733103E-2,NA,8.8261589004417374E-3,0,NA,NA,5.4736814175391441E-3,7.1113158728236764E-4,9.8034320351147574E-3,3.2170424326036069E-2
562,1469,11,NA,CWSF,NA,210000,497376.375,161,29.526,1.9950000000000001,1.6736814787391734E-2,8.571428571428559E-2,NA,NA,NA,NA,9.1560000000000006,6.4889999999999999,2.1385153195732226E-3,2.5528151319624531E-3,NA,NA,NA,NA
563,2732,210,NA,CWSF,0.5,1100000,492750,120,NA,NA,NA,NA,2.42,0.11,2.5758687111319296E-2,NA,NA,NA,NA,NA,0.11,2.09,-2.4536991493053668E-2,-7.8947368421052634E-3
564,2102,22,NA,CWSF,0.14941666666666667,283000,238088.27357789522,117.56914106690493,9.8092493691632665,1.0153134591431838,1.9291868100792506E-2,7.3669853721223255E-2,6.6904531302521315,9.3191242798170801E-2,3.6351232037892811E-2,NA,2.8592835975135951,4.885520054103324E-2,3.4613381648602219E-2,0.48929229773886523,NA,NA,NA,NA
565,2699,206,NA,CWSF,0.7,24169.999999999996,75143.129000489949,109.60967956170663,0.67037131291699525,0.13438131001162598,1.466248608406091E-2,3.6388898606741035E-2,5.3234572664619666E-2,5.2767712809131777E-3,2.10874956097785E-2,NA,3.0657328442418311E-2,1.9182287153216933E-3,2.5284897553283895E-2,0.13668594615298535,1.0497203478448291E-2,1.2127940591853625E-3,1.9689703112616353E-2,6.9842264884316857E-2
566,2959,305,NA,CWSF,0.4572,220000,497398.63999999996,94.9,27.481816799999976,3.8757100800000002,2.0640628938214112E-2,6.4181057893844234E-2,11.948615999999998,0.64595167999999992,3.0744426054051321E-2,NA,3.5845848,0.18350899999999998,3.131859028254521E-2,0.195295722037757,3.5845848000000058,0.11010540000000001,3.6701368193672632E-2,0.33251780859471669
567,2668,206,NA,CWSF,0.7,24169.999999999996,56581.46770998602,84.565519004929996,0.28638365928572534,8.5843769273227719E-2,1.4246981325937193E-2,2.76247702774256E-2,2.212639037956785E-3,2.7682076405567348E-3,-2.649000612661856E-3,NA,3.5089151495887087E-2,1.4735405952751698E-3,3.7488375554920003E-2,0.26976498887079836,9.6418216720058209E-3,7.8667781492876472E-4,2.9634378037226107E-2,0.13310838050568966
568,2671,206,NA,CWSF,0.7,24169.999999999996,78723.9422230489,78.444178805262496,NA,NA,NA,NA,0.22671262891475299,1.9411383013902453E-2,3.133213520382034E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,2664,206,NA,CWSF,0.7,24169.999999999996,115248.70534323977,77.835593220339007,NA,NA,NA,NA,NA,NA,NA,NA,1.5940350877192991E-2,1.2423940027583749E-2,3.2019853191434054E-3,3.6363194199962329E-3,NA,NA,NA,NA
570,2154,22,NA,CWSF,0.16274999999999998,283000,221717.13762277263,75.920200011684798,19.314505958390168,0.78063433679723504,4.226154376135248E-2,0.31272395990317947,16.059298213521352,1.2402981071428577E-2,9.4389983626904067E-2,NA,4.2726775230738863,0.11452512604838712,4.7671129993624169E-2,0.47823601652553555,NA,NA,NA,NA
571,2672,206,NA,CWSF,0.7,24169.999999999996,81622.687330814937,75.658315132055094,NA,NA,NA,NA,0.24502779327880611,1.7833050563802404E-2,3.4633577718703949E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,2120,22,NA,CWSF,0.1255,283000,286225.26855024102,73.24288323204658,11.868399674619948,1.215451155736003,3.1112429610949024E-2,0.11966492838148378,8.5058960370393031,4.0416794686688913E-2,7.3034665058613682E-2,NA,2.7117780979551358,7.770676678717095E-2,4.8501879287717965E-2,0.46281056046375274,NA,NA,NA,NA
573,2137,22,NA,CWSF,0.15308333333333335,283000,279846.52267281112,70.494954974073707,18.439807310752688,1.797861755268817,3.3022415921407137E-2,0.13130757031887641,16.318369026881719,4.7007430591397857E-2,8.2980987812445117E-2,NA,3.6097376473655904,0.1925859833870967,4.1575282301495035E-2,0.25169902983529968,NA,NA,NA,NA
574,2117,22,NA,CWSF,0.16399999999999998,283000,272509.69860215049,68.409330824970269,10.219846030752686,1.1407740440860215,3.2051541430041498E-2,0.11633931066932308,8.2386981804301058,1.9332618709677417E-2,8.8508450407141906E-2,NA,2.2198296389247312,7.5868318924731171E-2,4.9352719873030332E-2,0.41308663348820135,NA,NA,NA,NA
575,2952,305,NA,CWSF,0.91439999999999999,220000,757618.2076176001,67.099999999999994,18.883810799999992,20.009814206975999,-8.631576747205581E-4,-8.3863721047412916E-4,4.2581142000000121,5.2899508823039998,-3.2337194426741195E-3,NA,4.2581141999999996,2.5299765089280006,7.7588132418381899E-3,1.0179802059309004E-2,2.9621663999999943,2.2539790715904,4.0718891499227517E-3,4.6824780717449575E-3
576,2151,22,NA,CWSF,0.17,283000,251694.67091397845,64.933502742259932,21.869829000000003,1.865287294193549,3.7910983165704286E-2,0.16516348708443393,19.320764865806453,2.7915847096774207E-2,0.10071443702012882,NA,4.8110745625806466,0.27598678000000004,4.4019229722744642E-2,0.25306296227388259,NA,NA,NA,NA
577,2957,305,NA,CWSF,0.42671999999999999,220000,504142.87861920003,64.400000000000006,31.015290600000082,1.4688055109375999,4.7360727254099066E-2,0.31236017900134783,10.998330000000001,0.34328404661759998,5.3834479710610832E-2,NA,3.299499,0.32077361733120002,3.6192395735654699E-2,0.14419359084361685,2.8595658000000079,0.32077361733119997,3.3970332946203295E-2,0.12289738535639383
578,2099,22,NA,CWSF,0.17166666666666669,283000,399658.43763440853,62.33180979052802,11.247314458064517,1.1798405432258068,3.6173345462056687E-2,0.13689496037796917,10.015944419354838,5.4656812903225802E-3,0.12053949325783785,NA,2.549533516774193,2.5302692903225808E-2,7.4003223609088245E-2,1.6004885976116812,NA,NA,NA,NA
579,2150,22,NA,CWSF,0.183,283000,290218.12718894001,60.033248101685558,24.765025654377883,1.9791140529953919,4.2089728363237024E-2,0.19178018979456163,18.215656822119815,0.15559020622119818,7.9336222028052697E-2,NA,4.1279953119815671,0.23159633709677419,4.7982598520886127E-2,0.28024630328312167,NA,NA,NA,NA
580,2698,206,NA,CWSF,0.7,24169.999999999996,104977.91538294702,58.775862894436749,0.96195951949317637,0.32391555395968608,1.8519328696413831E-2,3.3513500240905214E-2,0.77102003741190472,1.3599250074973762E-2,6.8696562050700044E-2,NA,2.2653632347428405E-2,5.7858711279348916E-3,2.3222139279196394E-2,4.9600913459361587E-2,1.8076904633378327E-2,1.3852652250283834E-3,4.3704054528185259E-2,0.20500622482101694
581,2951,305,NA,CWSF,0.73152000000000006,220000,692596.63492800004,58.6,12.139809,5.8404776855040001,1.2485963539860557E-2,1.8405535847622233E-2,7.4962800000000005,3.9393251251200003,1.0979479127914903E-2,NA,1.6658400000000002,0.17127500544000002,3.8819356587861592E-2,0.14890977247933679,1.4576099999999999,0.17127500543999999,3.6540663880958474E-2,0.12816294511737186
582,2119,22,NA,CWSF,0.10233333333333335,283000,319422.13994623657,58.367332975258911,9.4140179139784941,2.3363733034408605,2.3876369162222744E-2,5.1901112530752053E-2,8.1147522752688168,4.7742816989247316E-2,8.7987750422381619E-2,NA,2.3954752060215059,0.16221069505376345,4.6129242023550621E-2,0.23587984306425902,NA,NA,NA,NA
583,2700,206,NA,CWSF,0.7,24169.999999999996,156369.93568836962,58.034349738844497,2.8423130861309214,2.4130053804132223,2.8215215981203926E-3,3.0656690603076964E-3,0.89954732319543496,0.26541733267381418,2.1032168716484372E-2,NA,5.0332627566901586E-2,9.0937100225914631E-3,2.9483755149799337E-2,7.8141372158683331E-2,2.6435203554044898E-2,7.1903753667002333E-3,2.2434182833872475E-2,4.6118731411301156E-2
584,2960,305,NA,CWSF,0.61341000000000012,220000,651171.94548640004,57.637500000000003,29.097993944999999,5.8013598708384002,2.7977911683245874E-2,6.9671993401959481E-2,6.4502839200000013,1.3063083783904001,2.7706250637526963E-2,NA,4.5430485599999999,0.68864786935839994,3.2732569755029348E-2,9.7107889868022421E-2,3.5126508000000007,0.51309098550239995,3.3375372908376798E-2,0.10142803383369983
585,2663,206,NA,CWSF,0.7,24169.999999999996,108609.13823019083,57.232866938166097,NA,NA,NA,NA,NA,NA,NA,NA,1.5372076344707924E-2,3.9933561714938235E-3,2.3551513111344315E-2,4.9786301966519453E-2,NA,NA,NA,NA
586,2637,204,NA,CWSF,0.66,70000,297106.34999999998,56.757454022776699,NA,NA,NA,NA,NA,NA,NA,NA,27.675660000000004,0,NA,NA,NA,NA,NA,NA
587,2953,305,NA,CWSF,1.1582399999999999,220000,1106639.4011376002,56.5,31.755075000000001,3.9109424099327996,3.7066799726927245E-2,0.12600965556722593,3.5565684000000002,2.1492566396927999,8.9145860889091998E-3,NA,8.8914209999999994,0.4580383002624,5.2493616860341583E-2,0.32587539192533677,5.5888932000000002,0.24663600783360001,5.5232264652821675E-2,0.38337153390800194
588,2591,201,NA,CWSF,0.22969999999999999,182200,725583.5,54.331221601973297,NA,NA,NA,NA,NA,NA,NA,NA,3.3889199999999997,0.27329999999999999,4.6339772940418279E-2,0.20982410599039369,NA,NA,NA,NA
589,2666,206,NA,CWSF,0.7,24169.999999999996,112703.77747252746,53.972864996577499,0.96195951949317637,0.32391555395968608,2.0167347507427113E-2,3.649583722111148E-2,0.77102003741190472,1.3599250074973762E-2,7.4809808830180666E-2,NA,3.8365530739241267E-2,5.6086348135295496E-3,3.5626274025397933E-2,0.10821067485948668,1.8076904633378327E-2,1.3852652250283834E-3,4.7593239992772152E-2,0.22324954888628276
590,2116,22,NA,CWSF,0.17399999999999999,283000,420444.00344827591,49.857559445222513,17.384830502780868,1.1796962625139045,5.396054369748491E-2,0.27551891135108686,11.598527935038932,8.4760355951056743E-2,9.8657166309671473E-2,NA,2.4742359288097888,6.5416240266963299E-2,7.2865908447407549E-2,0.73856325466245965,NA,NA,NA,NA
591,2956,305,NA,CWSF,0.48768,220000,543103.99583040003,48.7,32.288522400000019,2.6082736542720002,5.1663721890776212E-2,0.2336605639260905,10.060916400000005,0.63616430591999995,5.6693155242862857E-2,NA,2.4801328799999998,0.62344101980160005,2.8353454888488689E-2,6.1152680559786302E-2,2.807697599999996,0.41986844190720002,3.9018041855924494E-2,0.11677800629035395
592,2134,22,NA,CWSF,0.16899999999999998,283000,447571.38715053763,47.821695175041704,18.616231518279566,1.7777699010752683,4.9113151250671311E-2,0.19806233531970094,16.770195559139786,2.4288072043010749E-2,0.13670308266285011,NA,4.0759628193548378,0.37553659677419343,4.9862438707419535E-2,0.2060509004611164,NA,NA,NA,NA
593,2682,206,NA,CWSF,0.63,19430,96672.920162216178,46.216960163227299,NA,NA,NA,NA,0.27840287536343872,0.13595054422219993,1.55089837123145E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,2665,206,NA,CWSF,0.7,24169.999999999996,83350.040485829959,46.062126422664399,NA,NA,NA,NA,NA,NA,NA,NA,2.0936571428571426E-2,1.1175534991324466E-3,6.361746115950255E-2,0.38500806310170399,NA,NA,NA,NA
595,2958,305,NA,CWSF,0.39624000000000004,220000,425323.63176000002,45.1,25.095122399999958,4.6917117561600001,3.718128613525426E-2,9.6426167503401231E-2,2.0626128000000006,0.16515804096,5.5982837431098893E-2,NA,3.0939192000000002,0.58722859008000006,3.6846557667122325E-2,9.4649211562606597E-2,2.2344972000000101,0.44653840704000003,3.5703904671220366E-2,8.8781431808209577E-2
596,2643,204,NA,CWSF,0.64800000000000002,70000,386929.19999999995,43.797373854045176,NA,NA,NA,NA,NA,NA,NA,NA,27.675660000000004,0,NA,NA,NA,NA,NA,NA
