Index,Reference.Paper,Year,Country,Type,Depth,Surface.Area,Flow,Hydraulic.Residence.Time..tau.,L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR
104,Noges et al,2003,Estonia,Lake,7.1,3555000000,15370068224.02784,595.34869114601963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8145102815548607E-3,3.2677721728664108E-3,NA,NA,NA,NA
105,Callender et al,1997,Russia,Lake,744,31722,76666666.666666672,109500,NA,NA,NA,NA,NA,NA,NA,NA,17260.273972602739,3287.6712328767121,1.5143635402771985E-5,3.8812785388127858E-5,NA,NA,NA,NA
106,Callender et al,1997,Canada,Lake,147,82103000000,63350785.340314142,69715,NA,NA,NA,NA,NA,NA,NA,NA,11232.876712328767,1095.8904109589041,3.338273980613092E-5,1.3268306677185687E-4,NA,NA,NA,NA
107,Solim,2008,India,Lake,0.9,16600000.000000002,167489167.34094441,33.77830393343276,NA,NA,NA,NA,NA,NA,NA,NA,226.57534246575344,161.64383561643837,9.9970134317400837E-3,1.1892098432350586E-2,NA,NA,NA,NA
108,Solim,2008,Greece,Lake,NA,NA,NA,3830.511603568003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8874924843301079E-4,8.9626190895840516E-4,NA,NA,NA,NA
109,Solim,2008,Greece,Lake,NA,NA,NA,4969.4887239403006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4139194850730468E-4,8.964823680861528E-4,NA,NA,NA,NA
110,Solim,2008,Germany,Lake,NA,NA,NA,3518.6198314736448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7699124567677678E-4,1.8801994609825307E-3,NA,NA,NA,NA
111,Solim,2008,New Zealand,Lake,NA,NA,NA,3483.1958535513318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9709049286105457E-4,4.3240333281680055E-3,NA,NA,NA,NA
112,Solim,2008,USA,Lake,NA,NA,NA,205.90605183198312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0720374687991468E-3,8.9438286817777428E-3,NA,NA,NA,NA
113,Solim,2008,Japan,Lake,NA,NA,NA,155.25667847725231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4651838780184286E-2,5.6203269834483857E-2,NA,NA,NA,NA
114,Solim,2008,China,Lake,NA,NA,NA,1351.3662414118264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.931185181778512E-4,1.4212381006871084E-3,NA,NA,NA,NA
115,Havens and Schelske,2000,USA,Lake,3,1800000000,1893298425.4964797,1002.483271754841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2220714988098302E-3,2.3985714369945833E-3,NA,NA,NA,NA
116,Kvarnas,2001,Sweden,Lake,27,5648000000,15641856000,3577.0000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,Kvarnas,2001,Sweden,Lake,39.799999999999997,1856000000,1324512000,21170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Kvarnas,2001,Sweden,Lake,12.8,1096000000,5298048000,1021.9999999999999,NA,NA,8.03307780890245E-4,1.2453300124533005E-3,NA,NA,NA,NA,NA,NA,1.178055581532227E-3,2.2831050228310501E-3,NA,NA,NA,NA
119,Kvarnas,2001,Sweden,Lake,6.1,484000000,851472000,1350.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Miranda and Matvienko,2003,Brazil,Reservoir,3,122400,4467600,30,NA,NA,NA,NA,NA,NA,NA,NA,8.9315068493150687,7.5753424657534243,0,0,NA,NA,NA,NA
122,Alaoui Mhamdi et al,2007,Morocco,Reservoir,20,4300000,261973414.69261396,89.169353414770782,82.849315068493155,499.06849315068496,-2.0138307632347297E-2,-9.3529005529775482E-3,NA,NA,NA,NA,NA,NA,8.3402843638361087E-3,1.2377572497511473E-2,NA,NA,NA,NA
123,Brigault,1999,France,Reservoir,33,8580000,7586181776.1645546,13.856773156989508,NA,NA,NA,NA,NA,NA,NA,NA,331.50684931506851,117.8082191780822,7.4663157012231238E-2,0.13090735251425506,158.9041095890411,46.575342465753423,8.8565328492165959E-2,0.17404951921767098
124,Brigault,1999,France,Reservoir,33,8580000,4365733710.3226471,24.078426897968352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6640841413732124E-3,8.4168286011832988E-3,NA,NA,NA,NA
125,Duras,2001,Czech Republic,Reservoir,2.5,1040000,85147200,14,NA,NA,NA,NA,NA,NA,NA,NA,73112,42431.999999999993,3.8863551243321678E-2,5.1645658263305319E-2,NA,NA,NA,NA
126,Duras,2001,Czech Republic,Reservoir,2.5,1040000,50457600,24,NA,NA,NA,NA,NA,NA,NA,NA,45968,38375.999999999993,7.5213849182154653E-3,8.2429990966576411E-3,NA,NA,NA,NA
127,Jossette et al 1998,1998,France,Reservoir,NA,NA,290000000,193.45000000000002,NA,NA,NA,NA,3616.4383561643835,1616.4383561643835,4.1626491531695595E-3,6.395906619763349E-3,73.972602739726028,35.61643835616438,3.7781726985928782E-3,5.5669324214167844E-3,24.657534246575342,5.4794520547945202,7.7750188512601395E-3,1.8092530369604547E-2
128,Jossette et al 1998,1998,France,Reservoir,NA,NA,577500000,138.69999999999999,NA,NA,NA,NA,7945.2054794520545,4054.794520547945,4.8498100159798455E-3,6.9175159297726026E-3,172.60273972602741,38.356164383561641,1.084410523991546E-2,2.5234318673395838E-2,71.232876712328761,10.95890410958904,1.3495329321568793E-2,3.9653929343907712E-2
129,Jossette et al 1998,1998,France,Reservoir,NA,NA,475000000,167.9,NA,NA,NA,NA,5832.8767123287671,2767.1232876712329,4.4413463672315322E-3,6.5986944138130303E-3,87.671232876712324,32.876712328767127,5.841746593280084E-3,9.9265435775263006E-3,47.123287671232873,12.602739726027398,7.8549915445167238E-3,1.6314058575238891E-2
130,Jossette et al 1998,1998,France,Reservoir,NA,NA,139000000,302.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Jossette et al 1998,1998,France,Reservoir,NA,NA,185000000,215.35,NA,NA,NA,NA,2082.1917808219177,931.50684931506851,3.7351883708853948E-3,5.7362160095057318E-3,21.917808219178081,10.95890410958904,3.2187006294866279E-3,4.6436034362665433E-3,10.684931506849315,3.8356164383561642,4.7573917646361171E-3,8.2921489933331146E-3
132,Jossette et al 1998,1998,France,Reservoir,NA,NA,200000000,160.6,NA,NA,NA,NA,2098.6301369863013,967.1232876712329,4.8238736787502776E-3,7.2850041804987664E-3,21.917808219178081,16.438356164383563,1.7912955943448368E-3,2.0755500207554987E-3,12.602739726027398,4.6575342465753424,6.1981821446630081E-3,1.0621932459160502E-2
133,Jossette et al 1998,1998,France,Reservoir,NA,NA,274500000,189.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Jossette et al 1998,1998,France,Reservoir,NA,NA,460000000,109.5,NA,NA,NA,NA,7205.4794520547948,4465.7534246575342,2.5205681315648171E-3,3.2323336802704827E-3,49.315068493150683,27.397260273972602,3.0968738930564747E-3,4.2149631190727069E-3,26.301369863013697,9.3150684931506849,5.4688496672901724E-3,9.6076365214157328E-3
135,Jossette et al 1998,1998,France,Reservoir,NA,NA,460000000,105.85,NA,NA,NA,NA,5819.178082191781,5002.7397260273974,1.380578275862244E-3,1.4903949546629866E-3,49.315068493150683,32.876712328767127,3.7028776996179385E-3,4.5662100456620985E-3,32.054794520547944,11.506849315068493,9.3562038037843642E-3,1.6307893020221783E-2
136,James and Barko,1997,USA,Reservoir,3.2,600000,14016000,50,NA,NA,NA,NA,NA,NA,NA,NA,28.297455968688848,15.592954990215267,1.191905392896643E-2,1.6295180722891562E-2,NA,NA,NA,NA
137,James and Barko,1997,Turkey,Reservoir,NA,NA,NA,120.75479398450148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.768898766770274E-2,6.1825804405413458E-2,NA,NA,NA,NA
138,James and Barko,1997,Puerto Rico,Reservoir,NA,NA,NA,50.00437402762293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8498277146655123E-2,3.0434438963994517E-2,NA,NA,NA,NA
139,James and Barko,1997,Puerto Rico,Reservoir,NA,NA,NA,83.3984028042766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3334855521979539E-2,2.4469946194031637E-2,NA,NA,NA,NA
140,Hart,2002,Indonesia,Reservoir,99,56000000,334701666.66666663,84,16821.917808219179,7616.4383561643835,9.4330216006726832E-3,1.4388489208633094E-2,NA,NA,NA,NA,4164.3835616438355,1375.3424657534244,1.3284013325154264E-2,2.4315674857398495E-2,NA,NA,NA,NA
141,LaBaugh,1984,USA,Reservoir,27.1,6550000,106765000,94.559585492227995,NA,NA,NA,NA,NA,NA,NA,NA,11.643835616438356,7.6712328767123283,4.9678519732758008E-3,6.1649659863945577E-3,NA,NA,NA,NA
142,LaBaugh,1984,USA,Reservoir,16.600000000000001,1680000,172368000,354.36893203883494,NA,NA,NA,NA,NA,NA,NA,NA,3.4246575342465753,3.0136986301369864,1.3518816822689194E-3,1.4420921544209212E-3,NA,NA,NA,NA
143,Devito et al,1989,Canada,NWSF,1,38100,300990,47.774869109947645,0.35594794520547951,0.34029041095890405,9.416058432997925E-4,9.6310614337340107E-4,8.9352328767123276E-2,4.1231506849315071E-2,1.6188105287337912E-2,2.4428923183631001E-2,1.5135616438356163E-2,1.409178082191781E-2,1.4957437940372215E-3,1.5504819888381496E-3,NA,NA,NA,NA
144,Devito et al,1989,Canada,NWSF,3.2,8300,97525,101.56521739130434,7.9589041095890406E-2,8.95945205479452E-2,-1.1659282366151163E-3,-1.0995410611223141E-3,3.0471232876712329E-2,1.6690958904109588E-2,5.9263976368151353E-3,8.1288958978761525E-3,1.5008219178082195E-3,2.1602739726027395E-3,-3.5860913699506192E-3,-3.0055875991348222E-3,NA,NA,NA,NA
145,Devito et al,1989,Canada,NWUF,1,21200,120840,66.605839416058387,8.7704109589041096E-2,8.7123287671232882E-2,9.9759161913159968E-5,1.0009132420091222E-4,3.0957808219178082E-2,9.1769863013698629E-3,1.8255552392989181E-2,3.5633778394312463E-2,2.4394520547945209E-3,2.4394520547945209E-3,0,0,NA,NA,NA,NA
146,Devito et al,1989,Canada,NWUF,1,11299.999999999998,136165,30.932203389830502,0.1123808219178082,0.11269041095890409,-8.8937517228218133E-5,-8.8815294294742461E-5,4.6128767123287659E-2,2.6315068493150681E-2,1.8145976941289544E-2,2.4341659951651891E-2,3.4364383561643827E-3,2.9101369863013694E-3,5.3741861498616322E-3,5.8466919265520237E-3,NA,NA,NA,NA
148,Devito et al,1989,Canada,NWUF,1,1000,34350,10.703812316715544,2.8767123287671233E-2,2.7232876712328765E-2,5.1204407246009161E-3,5.2633609878448909E-3,9.7808219178082186E-3,7.3972602739726034E-3,2.6094798237920845E-2,3.010350076103499E-2,8.1369863013698628E-4,6.7671232876712333E-4,1.7222256586734326E-2,1.8911873994786749E-2,NA,NA,NA,NA
148,Leonardson et al,1994,Sweden,NWUF,3,60000,1476000,44.512195121951216,7.89041095890411,7.89041095890411,0,0,5.3260273972602743,3.8465753424657536,7.3108594070245203E-3,8.640674394099053E-3,NA,NA,NA,NA,NA,NA,NA,NA
149,Leonardson et al,1994,Sweden,NWUF,3,50000,1860000.0000000002,29.435483870967737,9.616438356164382,8.3835616438356162,4.6610791966225015E-3,4.995970991136179E-3,6.904109589041096,4.4383561643835616,1.5010208570575586E-2,1.8873668188736689E-2,NA,NA,NA,NA,NA,NA,NA,NA
150,Leonardson et al,1994,Sweden,NWUF,0.6,40000,336000,26.071428571428569,2.9589041095890409,2.4657534246575343,6.9931556030557928E-3,7.6712328767123278E-3,2.4657534246575343,5.4794520547945202E-2,0.14600897221036846,1.6876712328767012,NA,NA,NA,NA,NA,NA,NA,NA
151,Koskiaho et al,2003,Finland,CWSF,2,6000,NA,1.625,1.2785388127853883,0.81698630136986294,0.27560050744898612,0.3476586011797283,1.0332681017612524,0.67162426614481407,0.26509717913381797,0.33136094674556216,6.3632346442775073E-2,2.4180291648254536E-2,0.5954363238533571,1.0040485829959505,7.3059360730593605E-3,5.3333333333333314E-3,0.19366815067058496,0.22760800842992657
152,Koskiaho et al,2003,Finland,CWSF,1.5,4500,4818000,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.13626532083633741,0.1103749098774333,0.8428841252626107,0.93827160493827222,NA,NA,NA,NA
153,Koskiaho et al,2003,Finland,CWSF,NA,600000,NA,24,85.180572851805721,75.810709838107087,4.8555756773313178E-3,5.1498127340824E-3,56.360078277886487,48.469667318982381,6.2842870722743136E-3,6.7829457364340998E-3,2.0821917808219177,1.7698630136986298,6.7716220624072952E-3,7.3529411764705968E-3,0.32876712328767121,0.27945205479452057,6.771622062407283E-3,7.3529411764705829E-3
154,Drizo et al,1999,UK,CWUF,0.5,0.5,3.65,5,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,7.4999999999999997E-2,NA,NA,NA,NA,NA
155,Spieles,1999,USA,CWSF,NA,30000,989515,3.2,36.9,22.2,0.15878726942757737,0.20692567567567571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Spieles,1999,USA,CWSF,NA,10000,366460,2.7,4.5999999999999996,3,0.15831259808405171,0.1975308641975308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Spieles,1999,USA,CWSF,NA,10000,345472.5,2.8,4.7,2.9,0.17244706132985163,0.22167487684729079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Phipps et al,1994,USA,CWSF,0.61,24000,4542719.9999999991,12,1.8279452054794523,0.84821917808219183,6.3984059110747088E-2,9.6253229974160193E-2,1.4202739726027398,0.30904109589041096,0.12709423383117555,0.29964539007092184,NA,NA,NA,NA,NA,NA,NA,NA
159,Phipps et al,1994,USA,CWSF,0.72,24000,661440,95,0.26958904109589038,6.5753424657534254E-2,1.4852494460108018E-2,3.26315789473684E-2,0.21041095890410957,1.3150684931506848E-2,2.9185144444629274E-2,0.15789473684210525,NA,NA,NA,NA,NA,NA,NA,NA
160,Phipps et al,1994,USA,CWSF,0.69,19000,3546920,13,1.363835616438356,0.55698630136986294,6.8885820715322371E-2,0.11143062544931705,1.0515068493150685,0.16657534246575342,0.14173321496934446,0.40865384615384609,NA,NA,NA,NA,NA,NA,NA,NA
161,Tonderski et al.,2005,Sweden,CWSF,NA,7500,2850,2.6,NA,NA,NA,NA,NA,NA,NA,NA,1.015068493150685E-3,8.5890410958904114E-4,6.4251571024294699E-2,6.9930069930069949E-2,NA,NA,NA,NA
161.1,Tonderski et al.,2005,Sweden,CWSF,NA,10000,2100,3.6,NA,NA,NA,NA,NA,NA,NA,NA,4.0273972602739732E-4,4.0273972602739732E-4,0,0,NA,NA,NA,NA
162,Tonderski et al.,2005,Sweden,CWSF,NA,6500,11700,0.6,NA,NA,NA,NA,NA,NA,NA,NA,4.1671232876712332E-3,2.2438356164383565E-3,1.0317320140103723,1.4285714285714282,NA,NA,NA,NA
163,Kadlec,2008,USA,CWSF,0.49,13400,448532.85714285716,4.07,7.5067142857142866,2.8610999999999995,0.23700041569534222,0.39894745777098739,3.6732142857142853,1.5034800000000001,0.21948026655047601,0.35458020532647389,NA,NA,NA,NA,NA,NA,NA,NA
164,Kadlec,2008,USA,CWSF,0.46,13400,481474.45945945947,4.72,9.8554054054054046,4.9592400000000003,0.14550160457540384,0.20916978793349672,5.7161351351351346,1.27908,0.31719318471132135,0.73494547178757663,NA,NA,NA,NA,NA,NA,NA,NA
165,Kadlec,2008,USA,CWSF,0.49,12800,260336.25,4.24,4.4538500000000001,1.5089199999999998,0.2552770583812326,0.46030204534644059,2.1793749999999998,0.75445999999999991,0.25018659336538956,0.4454376090058666,NA,NA,NA,NA,NA,NA,NA,NA
166,Kadlec,2008,USA,CWSF,0.51,12800,420191.84210526315,6.09,10.844736842105263,3.0622199999999999,0.20764199269274478,0.41731729910197057,6.2899473684210525,1.13486,0.28118939373874569,0.74589285774636926,NA,NA,NA,NA,NA,NA,NA,NA
167,Kadlec,2008,USA,CWSF,0.44,9200,1025285,3.6,13.850399999999999,10.0776,8.8333048340770284E-2,0.10399301420973241,6.9490800000000004,5.0388000000000002,8.9289255060485004E-2,0.10530946521658591,NA,NA,NA,NA,NA,NA,NA,NA
168,Kadlec,2008,USA,CWSF,0.7,9200,1681737.5,1.45,40.159349999999996,17.861899999999999,0.55874850843084023,0.86091354918222174,23.94,11.531099999999999,0.50379514972669959,0.74215487412003367,NA,NA,NA,NA,NA,NA,NA,NA
169,Kadlec,2008,USA,CWSF,0.43,7800,452052.5,3.42,7.1108000000000002,6.1674299999999995,4.1617700446497236E-2,4.4725141799185429E-2,3.5676600000000005,1.3135500000000002,0.29215687808281132,0.50176734134830803,NA,NA,NA,NA,NA,NA,NA,NA
170,Kadlec,2008,USA,CWSF,0.52,7800,624697.5,2.44,14.574119999999999,5.2291799999999995,0.42007904714501659,0.73240803388350606,8.6879999999999988,3.0649500000000001,0.42701291276646297,0.75189764548347915,NA,NA,NA,NA,NA,NA,NA,NA
171,Zhang,2011,China,CWSF,NA,NA,43800,9.1,10.446,0.72000000000000008,0.29392562604243327,1.4844322344322338,0.55199999999999994,1.9800000000000002E-2,0.3656995723710556,2.9537129537129476,NA,NA,NA,NA,NA,NA,NA,NA
172,Arheimer et al,2002,Sweden,CWSF,1,4000,1445400,1.1000000000000001,34.451999999999998,29.7,0.13492727738024837,0.14545454545454536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,Arheimer et al,2002,Sweden,CWSF,1.5,10000,8715105,0.6,131.3235,131.3235,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,Arheimer et al,2002,Sweden,CWSF,1.5,1000,609550,0.8,25.216999999999999,24.716000000000001,2.5084453813511425E-2,2.5337837837837718E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Arheimer et al,2002,Sweden,CWSF,2.1,3000,511730,5,23.9742,21.590799999999998,2.0942190817806149E-2,2.2077922077922096E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,Arheimer et al,2002,Sweden,CWSF,0.8,8000,882205,2.5,20.0611,16.193899999999999,8.5659195362252777E-2,9.5522388059701507E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,Arheimer et al,2002,Sweden,CWSF,1,30000,2810135,3.9,35.415399999999998,26.9465,7.007521410248238E-2,8.0586080586080591E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,Arheimer et al,2002,Sweden,CWSF,0.7,4000,9973990,0.1,213.14280000000002,221.34059999999997,-0.37740327982846683,-0.37037037037036757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,Arheimer et al,2002,Sweden,CWSF,1.5,5000,678900,3.6,13.95,12.834000000000001,2.3161558038625248E-2,2.4154589371980596E-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,Headley et al.,2001,Australia,CWUF,NA,NA,NA,3.5,NA,NA,0.5235947039280886,1.4999999999999998,NA,NA,NA,NA,NA,NA,0.29994917842819369,0.53061224489795922,NA,NA,NA,NA
181,Huang et al,2000,USA,CWUF,0.42,0.374,5.5171153846153835,2.6,7.3007307692307677E-4,4.8671538461538449E-4,0.15594811850314017,0.19230769230769229,4.0811538461538454E-6,1.9649999999999998E-6,0.28111058020876623,0.41420118343195256,NA,NA,NA,NA,NA,NA,NA,NA
182,Huang et al,2000,USA,CWUF,0.42,0.374,3.6780769230769224,3.9,4.8671538461538449E-4,3.0835384615384608E-4,0.11703373120517743,0.14831573655103061,2.7207692307692303E-6,1.3099999999999997E-6,0.18740705347251088,0.27613412228796846,NA,NA,NA,NA,NA,NA,NA,NA
183,Huang et al,2000,USA,CWUF,0.42,0.374,2.4312711864406773,5.9,3.2172711864406767E-4,1.7451864406779654E-4,0.10367324574431791,0.14296804243757275,1.798474576271186E-6,8.6593220338983037E-7,0.12387923873606647,0.18252933507170793,NA,NA,NA,NA,NA,NA,NA,NA
184,Huang et al,2000,USA,CWUF,0.45,12.980000000000002,213.19650000000007,4,3.2008680000000005E-2,1.7230950000000005E-2,0.15482498265204891,0.21440677966101684,1.8107100000000007E-4,1.5770700000000007E-4,3.4537584620204294E-2,3.7037037037037035E-2,NA,NA,NA,NA,NA,NA,NA,NA
185,Huang et al,2000,USA,CWUF,0.45,12.980000000000002,106.59825000000004,8,1.6004340000000002E-2,7.2428400000000021E-3,9.9105817597879148E-2,0.15120967741935476,9.0535500000000035E-5,7.5933000000000033E-5,2.198633330795802E-2,2.4038461538461536E-2,NA,NA,NA,NA,NA,NA,NA,NA
186,Huang et al,2000,USA,CWUF,0.45,12.980000000000002,71.065500000000029,12,1.0669560000000003E-2,3.465660000000001E-3,9.3707644721327532E-2,0.17322097378277154,6.0357000000000025E-5,4.2834000000000024E-5,2.8578729260569185E-2,3.4090909090909088E-2,NA,NA,NA,NA,NA,NA,NA,NA
187,Bulc,2006,Slovenia,CWUF,0.8,352,627.79999999999995,7.333333333333333,0.85626759999999991,0.46852799999999994,8.2225510773953972E-2,0.11285042050460554,3.1476E-3,4.3687999999999998E-2,-0.35869543734152198,-0.12653901216893346,3.9559999999999994E-3,1.7199999999999997E-3,0.11357851676387783,0.17727272727272728,NA,NA,NA,NA
188,Mhlum,1999,Norway,CWUF,0.9,106,730,14,NA,NA,7.4987294607048421E-2,0.1326530612244898,NA,NA,NA,NA,NA,NA,0.27943021467343893,3.4999999999999964,NA,NA,NA,NA
189,Mhlum,1999,Norway,CWUF,0.75,135,730,14,NA,NA,7.1018019524561923E-2,0.12162162162162161,NA,NA,NA,NA,NA,NA,0.20095790834000254,1.119047619047618,NA,NA,NA,NA
190,Mhlum,1999,Norway,CWUF,0.75,135,730,14,NA,NA,0.12176772087417323,0.32142857142857129,NA,NA,NA,NA,NA,NA,0.14853153869141683,0.5,NA,NA,NA,NA
191,Korkusuz,2005,Turkey,CWUF,0.6,30,1095,5.9999999999999991,0.10407,5.5619999999999996E-2,0.10442015014065825,0.14518158935634667,NA,NA,NA,NA,1.8419999999999999E-2,9.8700000000000003E-3,0.10398952956362845,0.14437689969604867,1.0019999999999999E-2,7.0799999999999986E-3,5.7884864658515091E-2,6.9209039548022627E-2
192,Korkusuz,2005,Turkey,CWUF,0.6,30,1095,5.9999999999999991,0.10407,6.2699999999999992E-2,8.4450383668482204E-2,0.10996810207336528,NA,NA,NA,NA,1.8419999999999999E-2,1.8090000000000002E-2,3.0129552366594675E-3,3.0403537866224017E-3,1.0019999999999999E-2,6.96E-3,6.0733936885065072E-2,7.3275862068965525E-2
193,Belmont et al,2004,Mexico,CWUF,0.6,15.558400000000001,1021.9999999999999,2.2999999999999998,0.19600000000000001,0.18619999999999998,2.2301432342413347E-2,2.2883295194508081E-2,3.1359999999999999E-2,1.8479999999999996E-2,0.22993223011681271,0.30303030303030321,NA,NA,NA,NA,NA,NA,NA,NA
194,Belmont et al,2004,Mexico,CWUF,0.6,15.558400000000001,1021.9999999999999,2.2999999999999998,0.19600000000000001,0.17667999999999998,4.5119335870518147E-2,4.7543581616481874E-2,3.1359999999999999E-2,1.8199999999999997E-2,0.23657026147802504,0.31438127090301016,NA,NA,NA,NA,NA,NA,NA,NA
195,Yalcuk and Ugurlu,2008,Turkey,CWUF,0.26500000000000001,0.5,3.65,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7867996117005502E-2,0.10088224012274646
196,Yalcuk and Ugurlu,2008,Turkey,CWUF,0.4,0.5,3.65,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1486001109546994E-2,0.13487525987525989
197,Yalcuk and Ugurlu,2008,Turkey,CWUF,0.4,0.5,3.65,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0338708385303417E-2,7.0093808630394008E-2
198,Nahlik and Mitsch,2006,Costa Rica,CWSF,1.9,1741,20075,60,0.8714539726027396,8.2518630136986307E-2,3.9285649364670459E-2,0.1593448940269748,3.3389041095890403E-3,1.0970684931506849E-2,-1.9826401114563946E-2,-1.1594202898550725E-2,2.7665205479452053E-2,2.384931506849315E-3,4.0850084968538654E-2,0.17666666666666653,NA,NA,NA,NA
199,Nahlik and Mitsch,2006,Costa Rica,CWSF,3.8,1340,68620,27,5.5435616438356164E-2,0.12482191780821918,-3.006169558501047E-2,-2.0588235294117647E-2,4.0383561643835622E-3,7.3424657534246571E-3,-2.2142111139097049E-2,-1.6666666666666663E-2,1.8356164383561643E-3,1.1013698630136985E-3,1.8919467546888544E-2,2.4691358024691357E-2,NA,NA,NA,NA
200,Nahlik and Mitsch,2006,Costa Rica,CWSF,0.8,649,132860,1,0.1310446575342466,0.26368958904109591,-0.69923444994859529,-0.50303438975050574,2.0803561643835615E-2,2.3115068493150684E-3,2.1972245773362191,8.0000000000000053,2.3826301369863013E-2,4.8008219178082194E-3,1.6020029339465822,3.9629629629629619,NA,NA,NA,NA
201,Nahlik and Mitsch,2006,Costa Rica,CWSF,1.2,985,14235,30,3.5891780821917803E-2,1.7541095890410956E-2,2.386539527753722E-2,3.4871794871794863E-2,8.9054794520547955E-3,1.3493150684931508E-3,6.2902321634412658E-2,0.1866666666666667,4.8575342465753428E-3,8.0958904109589035E-4,5.9725315640935167E-2,0.16666666666666671,NA,NA,NA,NA
202,Nahlik and Mitsch,2006,Costa Rica,CWSF,0.4,89,14600,0.9,4.7279726027397266E-2,8.4879178082191781E-2,-0.65016359174309668,-0.49219572919659094,7.5345205479452051E-3,1.3435342465753425E-2,-0.64265948028352105,-0.48800161322847357,4.1452054794520541E-4,3.9013698630136991E-4,6.736069090714944E-2,6.9444444444443976E-2,NA,NA,NA,NA
